Date,open,high,low,close,adjclose,volume,ticker
20-04-2016,37.90000153,37.90660095,37.50049973,37.63349915,37.63349915,30584000,GOOG
21-04-2016,37.76900101,38.02249908,37.47750092,37.95700073,37.95700073,61210000,GOOG
22-04-2016,36.31499863,36.80599976,35.68050003,35.93849945,35.93849945,119038000,GOOG
25-04-2016,35.80500031,36.19649887,35.77949905,36.15750122,36.15750122,39184000,GOOG
26-04-2016,36.27099991,36.28829956,35.15129852,35.4070015,35.4070015,54892000,GOOG
27-04-2016,35.36449814,35.44900131,34.6182518,35.29199982,35.29199982,61972000,GOOG
28-04-2016,35.4129982,35.70849991,34.47750092,34.55099869,34.55099869,57346000,GOOG
29-04-2016,34.53499985,34.88100052,34.45000076,34.65050125,34.65050125,49754000,GOOG
02-05-2016,34.88150024,35.0320015,34.54999924,34.91049957,34.91049957,32906000,GOOG
03-05-2016,34.84349823,34.89199829,34.59999847,34.61800003,34.61800003,30876000,GOOG
04-05-2016,34.5245018,34.98749924,34.45050049,34.78499985,34.78499985,33870000,GOOG
05-05-2016,34.88499832,35.11600113,34.7859993,35.07149887,35.07149887,33670000,GOOG
06-05-2016,34.91899872,35.5929985,34.90534973,35.55599976,35.55599976,36586000,GOOG
09-05-2016,35.59999847,35.9355011,35.5,35.64500046,35.64500046,30206000,GOOG
10-05-2016,35.83750153,36.17499924,35.7859993,36.1590004,36.1590004,31392000,GOOG
11-05-2016,36.17050171,36.22399902,35.63999939,35.76449966,35.76449966,33842000,GOOG
12-05-2016,35.85300064,35.96250153,35.45000076,35.66550064,35.66550064,27214000,GOOG
13-05-2016,35.5965004,35.83309937,35.46300125,35.54150009,35.54150009,26290000,GOOG
16-05-2016,35.45650101,35.92399979,35.28250122,35.82450104,35.82450104,26342000,GOOG
17-05-2016,35.79949951,36.07600021,35.20550156,35.31150055,35.31150055,40024000,GOOG
18-05-2016,35.18349838,35.58000183,35.03150177,35.33150101,35.33150101,35336000,GOOG
19-05-2016,35.11800003,35.29999924,34.84000015,35.01599884,35.01599884,33404000,GOOG
20-05-2016,35.08100128,35.72900009,35.02600098,35.48699951,35.48699951,36568000,GOOG
23-05-2016,35.32649994,35.57389832,35.20899963,35.2120018,35.2120018,26614000,GOOG
24-05-2016,35.3429985,36.04850006,35.3429985,36.00450134,36.00450134,38590000,GOOG
25-05-2016,36.0379982,36.37549973,35.98524857,36.26350021,36.26350021,32584000,GOOG
26-05-2016,36.14350128,36.41650009,36.01399994,36.20600128,36.20600128,31526000,GOOG
27-05-2016,36.20050049,36.69680023,36.20000076,36.63299942,36.63299942,39500000,GOOG
31-05-2016,36.5870018,36.98649979,36.56299973,36.7859993,36.7859993,42590000,GOOG
01-06-2016,36.72650146,36.86050034,36.53300095,36.70750046,36.70750046,25072000,GOOG
02-06-2016,36.625,36.65100098,36.20849991,36.52000046,36.52000046,26836000,GOOG
03-06-2016,36.46350098,36.47449875,36.02799988,36.11700058,36.11700058,24526000,GOOG
06-06-2016,36.24549866,36.24549866,35.73049927,35.82749939,35.82749939,31306000,GOOG
07-06-2016,35.99200058,36.09899902,35.82749939,35.83250046,35.83250046,26724000,GOOG
08-06-2016,36.19800186,36.42850113,36.02899933,36.41400146,36.41400146,31674000,GOOG
09-06-2016,36.14350128,36.47700119,36.1167984,36.42900085,36.42900085,19778000,GOOG
10-06-2016,35.9734993,36.29449844,35.82149887,35.97050095,35.97050095,24328000,GOOG
13-06-2016,35.82550049,36.27199936,35.82550049,35.91799927,35.91799927,25178000,GOOG
14-06-2016,35.82400131,36.12350082,35.65599823,35.91350174,35.91350174,26122000,GOOG
15-06-2016,35.95000076,36.14899826,35.8655014,35.94599915,35.94599915,24290000,GOOG
16-06-2016,35.74549866,35.83250046,35.1629982,35.51800156,35.51800156,39650000,GOOG
17-06-2016,35.43249893,35.44100189,34.42259979,34.58599854,34.58599854,68048000,GOOG
20-06-2016,34.93849945,35.12400055,34.67050171,34.6855011,34.6855011,41650000,GOOG
21-06-2016,34.91999817,35.13850021,34.6004982,34.79700089,34.79700089,29312000,GOOG
22-06-2016,34.95299911,35.04299927,34.65409851,34.8730011,34.8730011,23686000,GOOG
23-06-2016,34.87250137,35.09749985,34.34999847,35.09349823,35.09349823,43428000,GOOG
24-06-2016,33.75849915,34.47000122,33.67250061,33.76100159,33.76100159,88980000,GOOG
27-06-2016,33.54999924,33.61500168,33.16419983,33.4129982,33.4129982,52580000,GOOG
28-06-2016,33.94850159,34.01649857,33.65000153,34.0019989,34.0019989,43476000,GOOG
29-06-2016,34.15000153,34.37144852,34.07049942,34.20550156,34.20550156,38652000,GOOG
30-06-2016,34.27349854,34.61600113,34.18249893,34.60499954,34.60499954,31954000,GOOG
01-07-2016,34.61000061,35.03250122,34.60649872,34.96049881,34.96049881,26894000,GOOG
05-07-2016,34.8030014,34.84700012,34.44400024,34.74750137,34.74750137,29252000,GOOG
06-07-2016,34.49900055,35.08399963,34.45449829,34.88850021,34.88850021,28238000,GOOG
07-07-2016,34.90399933,34.90999985,34.41075134,34.76800156,34.76800156,26084000,GOOG
08-07-2016,34.97499847,35.28549957,34.82175064,35.28150177,35.28150177,31504000,GOOG
11-07-2016,35.40250015,35.82550049,35.36199951,35.75450134,35.75450134,22236000,GOOG
12-07-2016,35.95600128,36.14699936,35.79550171,36.0320015,36.0320015,26738000,GOOG
13-07-2016,36.18099976,36.20000076,35.84249878,35.84899902,35.84899902,18718000,GOOG
14-07-2016,36.07899857,36.11050034,35.9015007,36.04750061,36.04750061,19004000,GOOG
15-07-2016,36.28649902,36.28699875,35.95275116,35.99250031,35.99250031,25586000,GOOG
18-07-2016,36.13550186,36.80649948,36.05950165,36.68899918,36.68899918,25910000,GOOG
19-07-2016,36.49449921,36.84949875,36.45000076,36.84799957,36.84799957,24550000,GOOG
20-07-2016,36.86650085,37.10649872,36.85499954,37.05950165,37.05950165,25794000,GOOG
21-07-2016,37.01800156,37.08449936,36.79154968,36.93149948,36.93149948,20526000,GOOG
22-07-2016,37.0929985,37.16199875,36.82799911,37.13700104,37.13700104,25196000,GOOG
25-07-2016,37.03350067,37.13050079,36.875,36.98849869,36.98849869,20648000,GOOG
26-07-2016,36.95199966,37.08449936,36.71350098,36.92100143,36.92100143,23734000,GOOG
27-07-2016,36.91400146,37.22299957,36.84999847,37.08850098,37.08850098,30250000,GOOG
28-07-2016,37.35200119,37.43249893,36.96500015,37.29550171,37.29550171,70604000,GOOG
29-07-2016,38.63550186,38.92750168,38.33850098,38.4394989,38.4394989,76830000,GOOG
01-08-2016,38.05450058,39.02149963,38.05450058,38.64400101,38.64400101,54010000,GOOG
02-08-2016,38.43450165,38.79199982,38.39250183,38.55350113,38.55350113,35690000,GOOG
03-08-2016,38.35900116,38.66049957,38.3409996,38.6590004,38.6590004,25748000,GOOG
04-08-2016,38.61100006,38.70349884,38.43975067,38.58050156,38.58050156,22806000,GOOG
05-08-2016,38.68899918,39.15200043,38.61700058,39.11100006,39.11100006,36024000,GOOG
08-08-2016,39.09999847,39.13150024,38.90454865,39.08800125,39.08800125,22158000,GOOG
09-08-2016,39.05500031,39.4469986,39.0284996,39.21300125,39.21300125,26378000,GOOG
10-08-2016,39.1875,39.34059906,39.13890076,39.23400116,39.23400116,15728000,GOOG
11-08-2016,39.25,39.48749924,39.14849854,39.24250031,39.24250031,19502000,GOOG
12-08-2016,39.07500076,39.16975021,39.02000046,39.1609993,39.1609993,14810000,GOOG
15-08-2016,39.1875,39.37450027,39.00550079,39.12200165,39.12200165,18764000,GOOG
16-08-2016,39.01499939,39.04899979,38.67219925,38.85699844,38.85699844,20560000,GOOG
17-08-2016,38.86600113,39.04050064,38.67649841,38.99549866,38.99549866,18484000,GOOG
18-08-2016,39.00049973,39.14300156,38.84999847,38.875,38.875,14388000,GOOG
19-08-2016,38.75,38.85499954,38.65650177,38.77099991,38.77099991,17230000,GOOG
22-08-2016,38.66350174,38.72700119,38.50249863,38.60749817,38.60749817,19028000,GOOG
23-08-2016,38.77399826,38.8219986,38.58924866,38.60400009,38.60400009,18564000,GOOG
24-08-2016,38.52899933,38.72499847,38.35350037,38.48199844,38.48199844,21440000,GOOG
25-08-2016,38.34999847,38.5945015,38.15924835,38.47050095,38.47050095,18538000,GOOG
26-08-2016,38.45000076,38.80400085,38.29249954,38.47700119,38.47700119,23334000,GOOG
29-08-2016,38.43700027,38.74950027,38.33074951,38.60749817,38.60749817,16952000,GOOG
30-08-2016,38.46649933,38.72330093,38.34199905,38.45449829,38.45449829,22600000,GOOG
31-08-2016,38.3504982,38.45449829,38.26900101,38.35250092,38.35250092,24972000,GOOG
01-09-2016,38.46250153,38.55099869,38.21500015,38.43899918,38.43899918,18502000,GOOG
02-09-2016,38.65050125,38.69599915,38.42050171,38.57300186,38.57300186,21454000,GOOG
06-09-2016,38.67250061,39.09999847,38.54999924,39.00400162,39.00400162,28856000,GOOG
07-09-2016,39,39.13650131,38.81000137,39.01750183,39.01750183,17874000,GOOG
08-09-2016,38.92950058,39.01750183,38.67900085,38.76599884,38.76599884,25406000,GOOG
09-09-2016,38.50500107,38.66225052,37.98300171,37.98300171,37.98300171,37710000,GOOG
12-09-2016,37.75650024,38.51449966,37.70000076,38.45100021,38.45100021,26220000,GOOG
13-09-2016,38.22399902,38.31100082,37.79000092,37.98450089,37.98450089,27900000,GOOG
14-09-2016,37.98049927,38.38399887,37.95550156,38.12450027,38.12450027,21748000,GOOG
15-09-2016,38.14450073,38.68999863,37.9980011,38.58800125,38.58800125,26102000,GOOG
16-09-2016,38.48749924,38.48749924,38.23300171,38.44400024,38.44400024,40986000,GOOG
19-09-2016,38.62099838,38.70000076,38.22204971,38.28499985,38.28499985,23456000,GOOG
20-09-2016,38.45000076,38.66650009,38.42649841,38.57049942,38.57049942,19572000,GOOG
21-09-2016,38.63299942,38.85800171,38.41505051,38.81100082,38.81100082,23356000,GOOG
22-09-2016,39,39.49250031,38.92200089,39.36050034,39.36050034,29724000,GOOG
23-09-2016,39.32949829,39.44649887,39.20750046,39.34500122,39.34500122,28238000,GOOG
26-09-2016,39.13700104,39.13700104,38.6534996,38.71049881,38.71049881,30664000,GOOG
27-09-2016,38.77500153,39.29949951,38.7154007,39.15050125,39.15050125,23064000,GOOG
28-09-2016,38.89250183,39.09049988,38.74850082,39.07799911,39.07799911,22196000,GOOG
29-09-2016,39.0719986,39.29000092,38.71160126,38.75049973,38.75049973,26294000,GOOG
30-09-2016,38.81650162,39.04700089,38.70449829,38.86449814,38.86449814,31706000,GOOG
03-10-2016,38.71250153,38.80324936,38.47499847,38.62799835,38.62799835,25576000,GOOG
04-10-2016,38.80149841,38.9355011,38.64450073,38.82149887,38.82149887,24028000,GOOG
05-10-2016,38.96549988,39.10350037,38.78250122,38.82350159,38.82350159,29224000,GOOG
06-10-2016,38.95000076,39.02399826,38.77700043,38.8429985,38.8429985,21414000,GOOG
07-10-2016,38.98300171,38.98300171,38.53749847,38.75400162,38.75400162,18664000,GOOG
10-10-2016,38.88550186,39.46900177,38.79349899,39.29700089,39.29700089,23498000,GOOG
11-10-2016,39.33300018,39.61399841,39.02899933,39.1534996,39.1534996,27450000,GOOG
12-10-2016,39.18799973,39.40650177,39.10300064,39.30699921,39.30699921,18748000,GOOG
13-10-2016,39.06100082,39.06100082,38.65000153,38.90950012,38.90950012,27306000,GOOG
14-10-2016,39.08250046,39.19749832,38.79999924,38.92649841,38.92649841,17050000,GOOG
17-10-2016,38.99000168,39.29249954,38.875,38.9980011,38.9980011,21860000,GOOG
18-10-2016,39.39250183,40.08050156,39.27825165,39.76300049,39.76300049,41138000,GOOG
19-10-2016,39.91199875,40.22999954,39.9015007,40.07500076,40.07500076,35336000,GOOG
20-10-2016,40.16500092,40.19850159,39.80149841,39.8484993,39.8484993,35150000,GOOG
21-10-2016,39.75,39.97499847,39.70000076,39.96849823,39.96849823,25324000,GOOG
24-10-2016,40.24499893,40.75899887,40.24100113,40.6554985,40.6554985,33950000,GOOG
25-10-2016,40.83399963,40.83399963,40.25699997,40.38349915,40.38349915,31528000,GOOG
26-10-2016,40.31700134,40.34899902,39.81600189,39.95349884,39.95349884,32954000,GOOG
27-10-2016,40.04999924,40.17449951,39.57500076,39.76750183,39.76750183,54984000,GOOG
28-10-2016,40.41749954,40.7745018,39.67950058,39.76850128,39.76850128,85398000,GOOG
31-10-2016,39.77349854,39.8429985,39.20000076,39.22700119,39.22700119,48546000,GOOG
01-11-2016,39.14450073,39.47449875,38.77700043,39.18050003,39.18050003,48128000,GOOG
02-11-2016,38.90999985,39.08250046,38.17250061,38.43500137,38.43500137,37448000,GOOG
03-11-2016,38.36249924,38.49750137,37.95149994,38.10649872,38.10649872,38864000,GOOG
04-11-2016,37.53300095,38.51800156,37.52804947,38.10100174,38.10100174,42696000,GOOG
07-11-2016,38.72499847,39.2594986,38.62749863,39.12599945,39.12599945,31702000,GOOG
08-11-2016,39.16999817,39.78165054,39.0094986,39.52550125,39.52550125,27338000,GOOG
09-11-2016,38.99700165,39.56135178,38.58349991,39.26549911,39.26549911,52142000,GOOG
10-11-2016,39.55849838,39.55849838,37.60900116,38.12799835,38.12799835,94904000,GOOG
11-11-2016,37.82699966,38.03900146,37.51900101,37.70100021,37.70100021,48636000,GOOG
14-11-2016,37.77999878,37.89250183,36.3769989,36.80400085,36.80400085,73088000,GOOG
15-11-2016,37.3484993,38.22079849,37.3484993,37.92449951,37.92449951,47680000,GOOG
16-11-2016,37.75999832,38.31800079,37.52550125,38.22399902,38.22399902,29452000,GOOG
17-11-2016,38.34600067,38.63499832,38.21149826,38.56150055,38.56150055,26080000,GOOG
18-11-2016,38.56850052,38.75,38,38.02700043,38.02700043,30942000,GOOG
21-11-2016,38.13050079,38.48500061,38.02999878,38.45999908,38.45999908,26612000,GOOG
22-11-2016,38.63150024,38.84799957,38.34999847,38.41350174,38.41350174,31862000,GOOG
23-11-2016,38.38650131,38.41415024,37.76250076,38.04949951,38.04949951,29568000,GOOG
25-11-2016,38.21300125,38.25,38.02600098,38.08399963,38.08399963,11748000,GOOG
28-11-2016,38,38.97650146,37.99000168,38.41199875,38.41199875,43764000,GOOG
29-11-2016,38.57649994,38.92499924,38.41199875,38.54199982,38.54199982,32332000,GOOG
30-11-2016,38.50350189,38.6495018,37.74150085,37.90200043,37.90200043,47858000,GOOG
01-12-2016,37.87200165,37.99250031,36.85124969,37.39599991,37.39599991,60358000,GOOG
02-12-2016,37.22949982,37.70000076,37.15499878,37.52500153,37.52500153,29050000,GOOG
05-12-2016,37.88550186,38.19499969,37.64500046,38.12599945,38.12599945,27884000,GOOG
06-12-2016,38.23649979,38.44150162,37.86700058,37.95550156,37.95550156,33814000,GOOG
07-12-2016,38.04999924,38.56800079,37.79000092,38.55950165,38.55950165,35220000,GOOG
08-12-2016,38.62400055,38.9090004,38.36149979,38.82099915,38.82099915,29762000,GOOG
09-12-2016,39,39.4715004,38.9510498,39.46450043,39.46450043,36438000,GOOG
12-12-2016,39.2519989,39.5625,39.21775055,39.46350098,39.46350098,42082000,GOOG
13-12-2016,39.69499969,40.21900177,39.66699982,39.80500031,39.80500031,42904000,GOOG
14-12-2016,39.86999893,40.20000076,39.70050049,39.85350037,39.85350037,34084000,GOOG
15-12-2016,39.86700058,40.15000153,39.64599991,39.89250183,39.89250183,32530000,GOOG
16-12-2016,40.02000046,40.0428009,39.51449966,39.54000092,39.54000092,48876000,GOOG
19-12-2016,39.51100159,39.88299942,39.31349945,39.70999908,39.70999908,24642000,GOOG
20-12-2016,39.83800125,39.93249893,39.66350174,39.82099915,39.82099915,19020000,GOOG
21-12-2016,39.79199982,39.83380127,39.35499954,39.72800064,39.72800064,24226000,GOOG
22-12-2016,39.61800003,39.66600037,39.42900085,39.56299973,39.56299973,19444000,GOOG
23-12-2016,39.54499817,39.63700104,39.36399841,39.49549866,39.49549866,12468000,GOOG
27-12-2016,39.5340004,39.89300156,39.38285065,39.57749939,39.57749939,15782000,GOOG
28-12-2016,39.68500137,39.71149826,39.15999985,39.25249863,39.25249863,23076000,GOOG
29-12-2016,39.16650009,39.29650116,38.94599915,39.13949966,39.13949966,14886000,GOOG
30-12-2016,39.13750076,39.13899994,38.52050018,38.5909996,38.5909996,35400000,GOOG
03-01-2017,38.94049835,39.48149872,38.79000092,39.30699921,39.30699921,33146000,GOOG
04-01-2017,39.41799927,39.56700134,39.15800095,39.34500122,39.34500122,21460000,GOOG
05-01-2017,39.30400085,39.72399902,39.25099945,39.70100021,39.70100021,26704000,GOOG
06-01-2017,39.76300049,40.39500046,39.61019897,40.30749893,40.30749893,32804000,GOOG
09-01-2017,40.31999969,40.49829865,40.14149857,40.33250046,40.33250046,25492000,GOOG
10-01-2017,40.39300156,40.45650101,40.17549896,40.23949814,40.23949814,23536000,GOOG
11-01-2017,40.25,40.40750122,40.06850052,40.39550018,40.39550018,21318000,GOOG
12-01-2017,40.35699844,40.36949921,39.95849991,40.31800079,40.31800079,27062000,GOOG
13-01-2017,40.37400055,40.56119919,40.33449936,40.39400101,40.39400101,21984000,GOOG
17-01-2017,40.35400009,40.35699844,40.01850128,40.23049927,40.23049927,27242000,GOOG
18-01-2017,40.29050064,40.31024933,40.04949951,40.30350113,40.30350113,25888000,GOOG
19-01-2017,40.25600052,40.47399902,40.09000015,40.10874939,40.10874939,18386000,GOOG
20-01-2017,40.34550095,40.34550095,40.08449936,40.25099945,40.25099945,33400000,GOOG
23-01-2017,40.36249924,41.04349899,40.18700027,40.96549988,40.96549988,39272000,GOOG
24-01-2017,41.11500168,41.29499817,40.89104843,41.19350052,41.19350052,29480000,GOOG
25-01-2017,41.48099899,41.78850174,41.25299835,41.78350067,41.78350067,29890000,GOOG
26-01-2017,41.89049911,41.90000153,41.3504982,41.60749817,41.60749817,59478000,GOOG
27-01-2017,41.73550034,42.09749985,41.02199936,41.16550064,41.16550064,59316000,GOOG
30-01-2017,40.73300171,40.79199982,39.99000168,40.11600113,40.11600113,64932000,GOOG
31-01-2017,39.8429985,40.0625,39.52600098,39.83950043,39.83950043,43212000,GOOG
01-02-2017,39.98400116,40.05950165,39.55950165,39.78475189,39.78475189,40594000,GOOG
02-02-2017,39.68999863,40.13499832,39.59999847,39.92649841,39.92649841,30642000,GOOG
03-02-2017,40.1495018,40.29999924,40.01850128,40.07450104,40.07450104,29268000,GOOG
06-02-2017,39.98500061,40.08349991,39.76250076,40.06700134,40.06700134,23690000,GOOG
07-02-2017,40.19950104,40.52500153,40.0890007,40.3484993,40.3484993,24824000,GOOG
08-02-2017,40.34999847,40.59199905,40.15950012,40.41899872,40.41899872,23106000,GOOG
09-02-2017,40.4754982,40.53300095,40.22700119,40.47800064,40.47800064,19794000,GOOG
10-02-2017,40.58499908,40.76250076,40.48899841,40.68349838,40.68349838,22700000,GOOG
13-02-2017,40.79999924,41.04795074,40.7745018,40.9620018,40.9620018,24266000,GOOG
14-02-2017,40.95000076,41.15000153,40.79999924,41.02249908,41.02249908,21094000,GOOG
15-02-2017,40.9679985,41.15000153,40.92350006,40.94900131,40.94900131,26272000,GOOG
16-02-2017,40.99649811,41.22000122,40.94900131,41.20800018,41.20800018,25752000,GOOG
17-02-2017,41.15100098,41.4034996,41.08274841,41.4034996,41.4034996,32220000,GOOG
21-02-2017,41.43299866,41.67250061,41.41749954,41.58300018,41.58300018,25246000,GOOG
22-02-2017,41.43299866,41.66249847,41.43199921,41.5379982,41.5379982,19658000,GOOG
23-02-2017,41.50600052,41.6230011,41.14400101,41.56650162,41.56650162,29456000,GOOG
24-02-2017,41.38650131,41.45000076,41.20999908,41.43199921,41.43199921,27844000,GOOG
27-02-2017,41.22750092,41.52500153,41.20000076,41.4640007,41.4640007,22030000,GOOG
28-02-2017,41.2804985,41.42699814,41.00999832,41.16049957,41.16049957,45216000,GOOG
01-03-2017,41.44250107,41.81275177,41.36299896,41.76200104,41.76200104,29930000,GOOG
02-03-2017,41.69250107,41.7254982,41.48199844,41.53150177,41.53150177,18850000,GOOG
03-03-2017,41.52799988,41.56800079,41.28755188,41.45399857,41.45399857,17928000,GOOG
06-03-2017,41.34749985,41.44400024,41.11999893,41.38899994,41.38899994,22180000,GOOG
07-03-2017,41.36999893,41.67050171,41.32600021,41.59550095,41.59550095,20752000,GOOG
08-03-2017,41.67549896,41.90750122,41.58950043,41.76850128,41.76850128,19796000,GOOG
09-03-2017,41.79999924,42.09999847,41.71049881,41.93399811,41.93399811,25230000,GOOG
10-03-2017,42.16400146,42.24549866,41.97499847,42.16249847,42.16249847,34080000,GOOG
13-03-2017,42.20000076,42.43424988,42.16249847,42.27700043,42.27700043,24472000,GOOG
14-03-2017,42.18199921,42.36199951,42.04000092,42.28099823,42.28099823,15598000,GOOG
15-03-2017,42.37950134,42.43149948,42.03850174,42.36000061,42.36000061,27630000,GOOG
16-03-2017,42.45149994,42.54249954,42.30649948,42.43899918,42.43899918,19552000,GOOG
17-03-2017,42.58050156,42.66999817,42.35549927,42.60599899,42.60599899,34246000,GOOG
20-03-2017,42.50049973,42.51100159,42.25749969,42.41999817,42.41999817,24630000,GOOG
